,Company Name,Job Title,Salaries Reported,Location,Salary,,,
1353,Honeywell,Data Analyst,5,Bangalore,50,,,
1354,Ericsson-Worldwide,Data Analyst,5,Bangalore,500857,,,
1355,Walmart Global Tech,Data Analyst,4,Bangalore,1447312,,,
1356,Anheuser-Busch InBev,Data Analyst,4,Bangalore,1506361,,,
1357,XYZ,Data Analyst,4,Bangalore,429977,,,
1358,Accentue,Data Analyst,4,Bangalore,763696,,,
1359,Zyme Solutions,Data Analyst,4,Bangalore,30117,,,
1360,Postman,Data Analyst,4,Bangalore,1254713,,,
1361,Professional,Data Analyst,4,Bangalore,25173,,,
1362,Axis Bank,Data Analyst,4,Bangalore,790715,,,
1363,HCL Technologies,Data Analyst,4,Bangalore,319712,,,
1364,Tesco Bengaluru,Data Analyst,4,Bangalore,958143,,,
1365,Nineleaps Technology Solutions,Data Analyst,4,Bangalore,522304,,,
1366,Bidgely,Data Analyst,4,Bangalore,678516,,,
1367,Accenture,Data Analyst,4,Bangalore,54972,,,
1368,KrazyBee,Data Analyst,4,Bangalore,848548,,,
1369,Course5 Intelligence,Data Analyst,4,Bangalore,361038,,,
1370,Yodlee,Data Analyst,4,Bangalore,783436,,,
1371,Fresher,Data Analyst,4,Bangalore,25318,,,
1372,XYZ (Turkey),Data Analyst,4,Bangalore,915717,,,
1373,EMPLOYERS,Data Analyst,4,Bangalore,316821,,,
1374,Apexon,Data Analyst,4,Bangalore,252058,,,
1375,Rupeek,Data Analyst,4,Bangalore,567335,,,
1376,Unilog Content Solutions,Data Analyst,4,Bangalore,220848,,,
1377,Wipro Technologies,Data Analyst,4,Bangalore,687214,,,
1378,Gallagher,Data Analyst,4,Bangalore,24242,,,
1379,IHS Markit,Data Analyst,4,Bangalore,390355,,,
1380,XYZ Tech,Data Analyst,4,Bangalore,507676,,,
1381,Grofers,Data Analyst,4,Bangalore,1254401,,,
1382,LatentView Analytics,Data Analyst,3,Bangalore,52065,,,
1383,Sixth Energy Technologies,Data Analyst,3,Bangalore,56,,,
1384,Daily Ninja,Data Analyst,3,Bangalore,373817,,,
1385,EY,Data Analyst,3,Bangalore,28039,,,
1386,ANZ Bank,Data Analyst,3,Bangalore,643705,,,
1387,Coviam,Data Analyst,3,Bangalore,878427,,,
1388,Fidelity National Financial,Data Analyst,3,Bangalore,429124,,,
1389,Affine,Data Analyst,3,Bangalore,666696,,,
1390,Central Test,Data Analyst,3,Bangalore,470000,,,
1391,RentoMojo,Data Analyst,3,Bangalore,577021,,,
1392,Empower Retirement,Data Analyst,3,Bangalore,108,,,
1393,Tata Consultancy Services (North America),Data Analyst,3,Bangalore,665924,,,
1394,Thomson Reuters,Data Analyst,3,Bangalore,669114,,,
1395,Tata Consultancy Services,Data Analyst,3,Bangalore,3,,,
1396,Scripbox,Data Analyst,3,Bangalore,832956,,,
1397,Total Infrastructure Management Solutions,Data Analyst,3,Bangalore,26552,,,
1398,Assembly,Data Analyst,3,Bangalore,1140522,,,
1399,BankBazaar,Data Analyst,3,Bangalore,725281,,,
1400,Unbxd,Data Analyst,3,Bangalore,712308,,,
1401,Rainman Consulting,Data Analyst,3,Bangalore,35403,,,
1402,Izmo,Data Analyst,3,Bangalore,253392,,,
1403,Karvy Computershare,Data Analyst,3,Bangalore,166535,,,
1404,SagasIT Analytics,Data Analyst,3,Bangalore,640520,,,
1405,WNS,Data Analyst,3,Bangalore,856466,,,
1406,Mahindra First Choice Wheels,Data Analyst,3,Bangalore,602066,,,
1407,Standard Chartered Bank,Data Analyst,3,Bangalore,670000,,,
1408,Wells Fargo,Data Analyst,3,Bangalore,36790,,,
1409,Diageo,Data Analyst,3,Bangalore,783081,,,
1410,Happay,Data Analyst,3,Bangalore,43,,,
1411,BizViz Technologies,Data Analyst,3,Bangalore,542067,,,
1412,Fidelity Investments,Data Analyst,3,Bangalore,898810,,,
1413,Unilever,Data Analyst,3,Bangalore,831051,,,
1414,Noesys Software,Data Analyst,3,Bangalore,35,,,
1415,Clarivate,Data Analyst,3,Bangalore,732516,,,
1416,Reliance Industries,Data Analyst,3,Bangalore,83,,,
1417,Walmart,Data Analyst,3,Bangalore,970000,,,
1418,Other,Data Analyst,3,Bangalore,72,,,
1419,Target,Data Analyst,3,Bangalore,310855,,,
1420,Ipsos,Data Analyst,2,Bangalore,629138,,,
1421,Smart Desert,Data Analyst,2,Bangalore,566691,,,
1422,J.P. Morgan,Data Analyst,2,Bangalore,1056787,,,
1423,Ola,Data Analyst,2,Bangalore,789272,,,
1424,HSBC,Data Analyst,2,Bangalore,126303,,,
1425,Supermarket Grocery Supplies,Data Analyst,2,Bangalore,717222,,,
1426,Manthan,Data Analyst,2,Bangalore,1065391,,,
1427,Yukthi Datasoft,Data Analyst,2,Bangalore,17879,,,
1428,MH Alshaya,Data Analyst,2,Bangalore,755874,,,
1429,Predictive Research,Data Analyst,2,Bangalore,17518,,,
1430,TechnipFMC,Data Analyst,2,Bangalore,78241,,,
1431,Tarah Technologies,Data Analyst,2,Bangalore,17012,,,
1432,CapFront Technologies,Data Analyst,2,Bangalore,373694,,,
1433,American Express,Data Analyst,2,Bangalore,60481,,,
1434,Betterplace Safety Solutions,Data Analyst,2,Bangalore,15341,,,
1435,Razorpay,Data Analyst,2,Bangalore,63,,,
1436,Datamatics Global Services,Data Analyst,2,Bangalore,1472465,,,
1437,WMall,Data Analyst,2,Bangalore,462580,,,
1438,Sphera Solutions,Data Analyst,2,Bangalore,349318,,,
1439,Enquero,Data Analyst,2,Bangalore,1049677,,,
1440,American Express Global Business Travel,Data Analyst,2,Bangalore,757692,,,
1441,Tata Consultancy Services,Data Analyst,35,Pune,523086,,,
1442,Infosys,Data Analyst,28,Pune,538184,,,
1443,Cognizant Technology Solutions,Data Analyst,26,Pune,537527,,,
1444,eClerx,Data Analyst,22,Pune,263857,,,
1445,Capgemini,Data Analyst,17,Pune,429137,,,
1446,Fresher,Data Analyst,14,Pune,334986,,,
1447,Verificient Technologies,Data Analyst,12,Pune,12938,,,
1448,Accenture,Data Analyst,11,Pune,581174,,,
1449,Zensar Technologies,Data Analyst,11,Pune,371397,,,
1450,ZS Associates,Data Analyst,10,Pune,712615,,,
1451,Tech Mahindra,Data Analyst,10,Pune,426237,,,
1452,Barclays,Data Analyst,10,Pune,861638,,,
1453,Red Hat,Data Analyst,7,Pune,923233,,,
1454,Citi,Data Analyst,6,Pune,1109047,,,
1455,Professional,Data Analyst,6,Pune,33204,,,
1456,Resilinc,Data Analyst,6,Pune,33190,,,
1457,Nones,Data Analyst,5,Pune,359583,,,
1458,Saama Technologies,Data Analyst,5,Pune,536700,,,
1459,FirstCry com,Data Analyst,5,Pune,487335,,,
1460,Qualsquad,Data Analyst,5,Pune,192631,,,
1461,TresVista,Data Analyst,5,Pune,474309,,,
1462,Vodafone,Data Analyst,4,Pune,522447,,,
1463,Amazon,Data Analyst,4,Pune,345526,,,
1464,LTI,Data Analyst,4,Pune,661761,,,
1465,Evolent Health,Data Analyst,4,Pune,1005277,,,
1466,Fiserv,Data Analyst,4,Pune,1028877,,,
1467,Amdocs,Data Analyst,4,Pune,102,,,
1468,UBS,Data Analyst,4,Pune,937282,,,
1469,Dataction Analytics,Data Analyst,4,Pune,279712,,,
1470,HARMAN,Data Analyst,4,Pune,640451,,,
1471,Cybage Software,Data Analyst,4,Pune,921294,,,
1472,Machintel,Data Analyst,4,Pune,17736,,,
1473,First Student,Data Analyst,4,Pune,381703,,,
1474,Bitwise,Data Analyst,3,Pune,63,,,
1475,SG Analytics,Data Analyst,3,Pune,837449,,,
1476,Searce,Data Analyst,3,Pune,225861,,,
1477,Yardi Systems,Data Analyst,3,Pune,33148,,,
1478,Schlumberger,Data Analyst,3,Pune,1656855,,,
1479,Selling Simplified,Data Analyst,3,Pune,44608,,,
1480,MAERSK,Data Analyst,3,Pune,829909,,,
1481,Kantar,Data Analyst,3,Pune,72,,,
1482,TSL Marketing,Data Analyst,3,Pune,15724,,,
1483,IDeaS - A SAS Company,Data Analyst,3,Pune,466577,,,
1484,Credit Suisse,Data Analyst,3,Pune,19,,,
1485,IBM,Data Analyst,3,Pune,66,,,
1486,Mphasis,Data Analyst,3,Pune,422946,,,
1487,SSP Technology,Data Analyst,3,Pune,55995,,,
1488,Honeywell,Data Analyst,3,Pune,62,,,
1489,vPhrase,Data Analyst,3,Pune,377367,,,
1490,Atidiv,Data Analyst,2,Pune,36204,,,
1491,Ubique Systems,Data Analyst,2,Pune,69456,,,
1492,Exusia,Data Analyst,2,Pune,399044,,,
1493,Tech Data,Data Analyst,2,Pune,32796,,,
1494,Bajaj Allianz General Insurance Co,Data Analyst,2,Pune,492899,,,
1495,Tata Technologies,Data Analyst,2,Pune,65051,,,
1496,Valasys Media,Data Analyst,2,Pune,716000,,,
1497,Cognizant Technology Solutions,Data Analyst,2,Pune,8623,,,
1498,AppZen,Data Analyst,2,Pune,24414,,,
1499,John Deere,Data Analyst,2,Pune,984306,,,
1500,Deloitte,Data Analyst,2,Pune,920124,,,
1501,GiantView,Data Analyst,2,Pune,22892,,,
1502,HSBC Software Development India,Data Analyst,2,Pune,982170,,,
1503,IQVIA,Data Analyst,2,Pune,671997,,,
1504,Bajaj Finance,Data Analyst,2,Pune,1388485,,,
1505,BNY Mellon,Data Analyst,2,Pune,4,,,
1506,Coupa Software Inc,Data Analyst,2,Pune,726953,,,
1507,Energy Exemplar,Data Analyst,2,Pune,1677629,,,
1508,Atos-Syntel,Data Analyst,2,Pune,20788,,,
1509,XYZ (Turkey),Data Analyst,2,Pune,117467,,,
1510,Persistent Systems,Data Analyst,2,Pune,468499,,,
1511,Gallagher,Data Analyst,2,Pune,27269,,,
1512,SBT Research,Data Analyst,2,Pune,13152,,,
1513,InfoCepts,Data Analyst,2,Pune,51846,,,
1514,Landytech,Data Analyst,2,Pune,18750,,,
1515,Multibrands International,Data Analyst,2,Pune,50659,,,
1516,BNY Mellon,Data Analyst,2,Pune,559098,,,
1517,KPIT Technologies,Data Analyst,2,Pune,41676,,,
1518,Collabera,Data Analyst,2,Pune,38526,,,
1519,Sakon,Data Analyst,2,Pune,23253,,,
1520,Indiacom,Data Analyst,2,Pune,30014,,,
1521,JetSynthesys,Data Analyst,2,Pune,540737,,,
1522,Data Philics,Data Analyst,2,Pune,22904,,,
1523,Friends Union for Energising Lives (Fuel),Data Analyst,2,Pune,2460,,,
1524,SS Supply Chain Solutions,Data Analyst,2,Pune,658975,,,
1525,DONE by NONE,Data Analyst,2,Pune,20891,,,
1526,NVIDIA,Data Analyst,2,Pune,30039,,,
1527,AffinityX,Data Analyst,2,Pune,16147,,,
1528,Entercoms,Data Analyst,2,Pune,421223,,,
1529,BYJU'S,Data Analyst,2,Pune,472340,,,
1530,First Student,Data Analyst,2,Pune,277519,,,
1531,Knorex,Data Analyst,2,Pune,318228,,,
1532,XYZ,Data Analyst,2,Pune,730679,,,
1533,NA World Services,Data Analyst,2,Pune,31533,,,
1534,Sokrati,Data Analyst,2,Pune,10295,,,
1535,Rudder Analytics,Data Analyst,2,Pune,438266,,,
1536,Emcure Pharmaceuticals,Data Analyst,2,Pune,37616,,,
1537,MarketsandMarkets,Data Analyst,1,Pune,53,,,
1538,Águas Guariroba,Data Analyst,1,Pune,55566,,,
1539,Abhijeet Group,Data Analyst,1,Pune,18570,,,
1540,Smartek21,Data Analyst,1,Pune,29,,,
1541,Progressive Infovision,Data Analyst,1,Pune,207368,,,
1542,Ample Softech System,Data Analyst,1,Pune,35563,,,
1543,IIM Kozhikkode,Data Analyst,1,Pune,64,,,
1545,,Data Analyst,1,Pune,23500,,,
1546,Kisan Forum,Data Analyst,1,Pune,423155,,,
1547,EBC,Data Analyst,1,Pune,84698,,,
1548,Allstate,Data Analyst,1,Pune,540810,,,
1549,GTT,Data Analyst,1,Pune,615475,,,
1550,Strata Decision Technology,Data Analyst,1,Pune,600676,,,
1551,Appberry,Data Analyst,1,Pune,21457,,,
1552,Fran Biz,Data Analyst,1,Pune,2010,,,
1553,Avalara,Data Analyst,1,Pune,79,,,
1554,D.A.T.A.,Data Analyst,1,Pune,155,,,
1555,Itouch Infotronics,Data Analyst,1,Pune,681045,,,
1556,DEUSTCHE,Data Analyst,1,Pune,1932460,,,
1557,TeamLease Staffing Solutions,Data Analyst,1,Pune,24722,,,
1558,Accenture,Data Analyst,1,Pune,18036,,,
1559,Maestro Intellect,Data Analyst,1,Pune,191655,,,
1560,Horizon Electric,Data Analyst,1,Pune,8922,,,
1561,Cotiviti,Data Analyst,1,Pune,73,,,
1562,Global Market Insights,Data Analyst,1,Pune,11,,,
1563,Infort Technology,Data Analyst,1,Pune,36266,,,
1564,MIT,Data Analyst,1,Pune,20633,,,
1565,Amadeus,Data Analyst,1,Pune,40195,,,
1566,Lalit Roongta Group,Data Analyst,1,Pune,59632,,,
1567,MIT World Peace University,Data Analyst,1,Pune,552686,,,
1568,Cubictree Technology Solutions,Data Analyst,1,Pune,386492,,,
1569,CSS Corporation,Data Analyst,1,Pune,73405,,,
1570,Endurance Technologies,Data Analyst,1,Pune,376209,,,
1571,Johnson Controls,Data Analyst,1,Pune,397707,,,
1572,Roverside,Data Analyst,1,Pune,686743,,,
1573,ABC,Data Analyst,1,Pune,13356,,,
1574,Xyster Consulting,Data Analyst,1,Pune,50905,,,
1575,ASD,Data Analyst,1,Pune,196999,,,
1576,Michelin,Data Analyst,1,Pune,634621,,,
1577,WebDirekt,Data Analyst,1,Pune,241760,,,
1578,Excelsior Research,Data Analyst,1,Pune,12434,,,
1579,Sunanda Speciality Coatings,Data Analyst,1,Pune,600487,,,
1580,Northern Alberta Institute of Technology,Data Analyst,1,Pune,11471,,,
1581,IDEA,Data Analyst,1,Pune,656800,,,
1582,Tommy Hilfiger,Data Analyst,1,Pune,50905,,,
1583,Cummins,Data Analyst,1,Pune,65207,,,
1584,ADHOC Services,Data Analyst,1,Pune,563464,,,
1585,GGS Engineering Services,Data Analyst,1,Pune,82,,,
1586,Cosmos eSolutions & Services,Data Analyst,1,Pune,324419,,,
1587,Innovatus Technologies,Data Analyst,1,Pune,26191,,,
1588,Flash Electronics (India),Data Analyst,1,Pune,16438,,,
1589,Evolvus,Data Analyst,1,Pune,216827,,,
1590,Diacto Technologies,Data Analyst,1,Pune,20965,,,
1591,Deloitte,Data Analyst,29,Hyderabad,624783,,,
1592,Accenture,Data Analyst,23,Hyderabad,479366,,,
1593,Cognizant Technology Solutions,Data Analyst,22,Hyderabad,527930,,,
1594,Zen3 Info Solutions,Data Analyst,19,Hyderabad,24791,,,
1595,Tech Mahindra,Data Analyst,18,Hyderabad,400745,,,
1596,Infosys,Data Analyst,14,Hyderabad,495265,,,
1597,IBM,Data Analyst,12,Hyderabad,513986,,,
1598,Google,Data Analyst,11,Hyderabad,1532909,,,
1599,CAMP Systems,Data Analyst,9,Hyderabad,29013,,,
1600,Optum,Data Analyst,9,Hyderabad,1273952,,,
1601,Capgemini,Data Analyst,9,Hyderabad,377686,,,
1602,GlobalLogic,Data Analyst,8,Hyderabad,242324,,,
1603,Kantar,Data Analyst,7,Hyderabad,407376,,,
1604,Cyient,Data Analyst,7,Hyderabad,564107,,,
1605,ValueLabs,Data Analyst,7,Hyderabad,902901,,,
1606,Metrics4 Analytics,Data Analyst,6,Hyderabad,470717,,,
1607,UnitedHealth Group,Data Analyst,6,Hyderabad,1198941,,,
1608,Teleperformance,Data Analyst,5,Hyderabad,15500,,,
1609,Dynata,Data Analyst,5,Hyderabad,388898,,,
1610,Verizon,Data Analyst,5,Hyderabad,976617,,,
1611,Serco Group,Data Analyst,5,Hyderabad,30897,,,
1612,Quadrant Resource,Data Analyst,5,Hyderabad,27511,,,
1613,Zeta Global,Data Analyst,5,Hyderabad,82,,,
1614,ADP,Data Analyst,4,Hyderabad,640566,,,
1615,Oracle,Data Analyst,4,Hyderabad,1139417,,,
1616,S&P Global,Data Analyst,4,Hyderabad,658529,,,
1617,Wells Fargo,Data Analyst,4,Hyderabad,681356,,,
1618,Uber,Data Analyst,4,Hyderabad,662645,,,
1619,Novartis,Data Analyst,4,Hyderabad,914961,,,
1620,Fresher,Data Analyst,4,Hyderabad,30049,,,
1621,DataBeat,Data Analyst,4,Hyderabad,33627,,,
1622,Salesforce,Data Analyst,4,Hyderabad,1205626,,,
1623,PK,Data Analyst,4,Hyderabad,452137,,,
1624,Apex CoVantage,Data Analyst,3,Hyderabad,8866,,,
1625,MediaMint,Data Analyst,3,Hyderabad,366514,,,
1626,MetrixLab,Data Analyst,3,Hyderabad,437781,,,
1627,IMImobile,Data Analyst,3,Hyderabad,711350,,,
1628,Quantium,Data Analyst,3,Hyderabad,1072842,,,
1629,HitWicket,Data Analyst,3,Hyderabad,69,,,
1630,Indian Political Action Committee,Data Analyst,3,Hyderabad,735354,,,
1631,Indium Software,Data Analyst,3,Hyderabad,743209,,,
1632,IHS Markit,Data Analyst,3,Hyderabad,509802,,,
1633,Trianz,Data Analyst,3,Hyderabad,588637,,,
1634,Tata Steel,Data Analyst,2,Hyderabad,71465,,,
1635,Exusia,Data Analyst,2,Hyderabad,443020,,,
1636,Cotiviti,Data Analyst,2,Hyderabad,311470,,,
1637,Realshoppee Retail,Data Analyst,2,Hyderabad,41922,,,
1638,ICE Data Services,Data Analyst,2,Hyderabad,430475,,,
1639,CDK Global,Data Analyst,2,Hyderabad,1123734,,,
1640,Vodafone Idea,Data Analyst,2,Hyderabad,616488,,,
1641,[24]7.ai,Data Analyst,2,Hyderabad,186983,,,
1642,Intercontinental Exchange,Data Analyst,2,Hyderabad,458425,,,
1643,ReferenceGlobe,Data Analyst,2,Hyderabad,180440,,,
1644,DuPont Sustainable Solutions,Data Analyst,2,Hyderabad,861090,,,
1645,Amazon,Data Analyst,2,Hyderabad,83197,,,
1646,Wenable Technologies,Data Analyst,2,Hyderabad,625884,,,
1647,Parexel,Data Analyst,2,Hyderabad,43295,,,
1648,HSBC,Data Analyst,2,Hyderabad,1263,,,
1649,Franklin Templeton Investments,Data Analyst,2,Hyderabad,136137,,,
1650,BYJU'S,Data Analyst,2,Hyderabad,633866,,,
1651,HCL,Data Analyst,2,Hyderabad,900229,,,
1652,Yes Bank,Data Analyst,2,Hyderabad,28221,,,
1653,Cogent Data Solutions,Data Analyst,2,Hyderabad,23876,,,
1654,Solugenix Corporation,Data Analyst,2,Hyderabad,9434,,,
1655,Minvesta,Data Analyst,2,Hyderabad,23663,,,
1656,Virtusa,Data Analyst,2,Hyderabad,188777,,,
1657,HCL Technologies,Data Analyst,2,Hyderabad,28103,,,
1658,Rajesh Motors,Data Analyst,2,Hyderabad,375807,,,
1659,SR Edu Solutions,Data Analyst,2,Hyderabad,8,,,
1660,YES,Data Analyst,2,Hyderabad,17496,,,
1661,Freelancer,Data Analyst,2,Hyderabad,23871,,,
1662,DONE by NONE,Data Analyst,2,Hyderabad,61083,,,
1663,InsideView,Data Analyst,2,Hyderabad,73055,,,
1664,Next Education India,Data Analyst,2,Hyderabad,51646,,,
1665,First Student,Data Analyst,2,Hyderabad,235128,,,
1666,DBS Bank,Data Analyst,2,Hyderabad,1138712,,,
1667,PrimEra Medical Technologies,Data Analyst,1,Hyderabad,508113,,,
1668,Hetero,Data Analyst,1,Hyderabad,245265,,,
1669,E-Prospects,Data Analyst,1,Hyderabad,72,,,
1670,GigIndia,Data Analyst,1,Hyderabad,186475,,,
1671,La casa one,Data Analyst,1,Hyderabad,35460,,,
1672,VotaryTech,Data Analyst,1,Hyderabad,237117,,,
1673,Dr. Reddy's,Data Analyst,1,Hyderabad,28000,,,
1674,Harish Hathiwala,Data Analyst,1,Hyderabad,367898,,,
1675,Jaffar Engineering Works,Data Analyst,1,Hyderabad,1262223,,,
1676,Mindtree,Data Analyst,1,Hyderabad,20234,,,
1677,Amazon,Data Analyst,1,Hyderabad,35,,,
1678,Ola,Data Analyst,1,Hyderabad,182,,,
1679,Snycon Software Solutions,Data Analyst,1,Hyderabad,39072,,,
1680,Orbit Technologies,Data Analyst,1,Hyderabad,10814,,,
1681,DataBeat,Data Analyst,1,Hyderabad,15540,,,
1682,Marten Transport,Data Analyst,1,Hyderabad,517757,,,
1683,Multiplier Solutions,Data Analyst,1,Hyderabad,23443,,,
1684,Novartis,Data Analyst,1,Hyderabad,52456,,,
1685,Vi,Data Analyst,1,Hyderabad,778606,,,
1686,STUDY Monitor Tech,Data Analyst,1,Hyderabad,232105,,,
1687,Goldman Sachs,Data Analyst,1,Hyderabad,455550,,,
1688,Law In Order,Data Analyst,1,Hyderabad,83,,,
1689,Lifetime Wellness Rx International Limited,Data Analyst,1,Hyderabad,451451,,,
1690,ETG International,Data Analyst,1,Hyderabad,268721,,,
1691,Wipro Technologies,Data Analyst,1,Hyderabad,2063,,,
1692,ICICI Bank,Data Analyst,1,Hyderabad,1976461,,,
1693,GMR Hyderabad International Airport,Data Analyst,1,Hyderabad,691840,,,
1694,Idol Soft,Data Analyst,1,Hyderabad,518419,,,
1695,DuPont,Data Analyst,1,Hyderabad,901815,,,
1696,Intelenet,Data Analyst,1,Hyderabad,196834,,,
1697,Astegic,Data Analyst,1,Hyderabad,134,,,
1698,Unify,Data Analyst,1,Hyderabad,36956,,,
1699,HSBC,Data Analyst,1,Hyderabad,468,,,
1700,James Hardie,Data Analyst,1,Hyderabad,290315,,,
1701,Thomson Reuters,Data Analyst,1,Hyderabad,24004,,,
1702,HighRadius,Data Analyst,1,Hyderabad,14126,,,
1703,TEKsystems,Data Analyst,1,Hyderabad,522547,,,
1704,American Airlines,Data Analyst,1,Hyderabad,5,,,
1705,AnyTimeLoan.in,Data Analyst,1,Hyderabad,29560,,,
1706,Ardem,Data Analyst,1,Hyderabad,18326,,,
1707,Virtusa,Data Analyst,1,Hyderabad,221675,,,
1708,Tata Consultancy Services,Data Analyst,1,Hyderabad,45404,,,
1709,Berkadia,Data Analyst,1,Hyderabad,207194,,,
1710,Menukuri chakradhar reddy,Data Analyst,1,Hyderabad,381856,,,
1711,WNS,Data Analyst,1,Hyderabad,42760,,,
1712,Saksham Innovations,Data Analyst,1,Hyderabad,3,,,
1713,TeacherActive,Data Analyst,1,Hyderabad,31447,,,
1714,GlobalLogic,Data Analyst,86,New Delhi,230043,,,
1715,Tata Consultancy Services,Data Analyst,49,New Delhi,91,,,
1716,Accenture,Data Analyst,28,New Delhi,602557,,,
1717,HCL Technologies,Data Analyst,26,New Delhi,414214,,,
1718,EXL Service,Data Analyst,24,New Delhi,635113,,,
1719,The Smart Cube,Data Analyst,20,New Delhi,711651,,,
1720,Axtria,Data Analyst,20,New Delhi,670089,,,
1721,EY,Data Analyst,17,New Delhi,500434,,,
1722,Optum,Data Analyst,17,New Delhi,960000,,,
1723,Absolutdata,Data Analyst,17,New Delhi,594768,,,
1724,American Express,Data Analyst,15,New Delhi,134,,,
1725,OYO,Data Analyst,15,New Delhi,601029,,,
1726,Ericsson-Worldwide,Data Analyst,15,New Delhi,449332,,,
1727,Cognizant Technology Solutions,Data Analyst,14,New Delhi,456591,,,
1728,Genpact,Data Analyst,14,New Delhi,525749,,,
1729,Wipro,Data Analyst,14,New Delhi,593140,,,
1730,Bharti Airtel,Data Analyst,13,New Delhi,484519,,,
1731,Amazon,Data Analyst,12,New Delhi,566735,,,
1732,Capgemini,Data Analyst,12,New Delhi,401435,,,
1733,Paytm,Data Analyst,12,New Delhi,602693,,,
1734,Tech Mahindra,Data Analyst,11,New Delhi,340679,,,
1735,ZS Associates,Data Analyst,11,New Delhi,712674,,,
1736,LiquidHub,Data Analyst,10,New Delhi,351668,,,
1737,UnitedHealth Group,Data Analyst,9,New Delhi,928492,,,
1738,Aon,Data Analyst,9,New Delhi,397330,,,
1739,Snapdeal,Data Analyst,9,New Delhi,19,,,
1740,AXA XL,Data Analyst,8,New Delhi,731213,,,
1741,WNS,Data Analyst,8,New Delhi,726809,,,
1742,American Express,Data Analyst,8,New Delhi,89248,,,
1743,KPMG,Data Analyst,8,New Delhi,509210,,,
1744,Mercer,Data Analyst,8,New Delhi,400410,,,
1745,Publicis Sapient,Data Analyst,7,New Delhi,680894,,,
1746,Denave,Data Analyst,7,New Delhi,17,,,
1747,McKinsey & Company,Data Analyst,7,New Delhi,1401954,,,
1748,Collegedunia,Data Analyst,7,New Delhi,261907,,,
1749,ABC,Data Analyst,6,New Delhi,538846,,,
1750,MedTourEasy,Data Analyst,6,New Delhi,311449,,,
1751,b3Intelligence,Data Analyst,6,New Delhi,32910,,,
1752,Fresher,Data Analyst,6,New Delhi,25200,,,
1753,Fiserv,Data Analyst,6,New Delhi,1324095,,,
1754,DXC Technology,Data Analyst,6,New Delhi,545756,,,
1755,Freelancer,Data Analyst,6,New Delhi,43356,,,
1756,Optum Global Solutions,Data Analyst,6,New Delhi,101501,,,
1757,TransOrg Analytics,Data Analyst,6,New Delhi,664286,,,
1758,Toluna,Data Analyst,6,New Delhi,544387,,,
1759,Concentrix,Data Analyst,6,New Delhi,36577,,,
1760,TO THE NEW,Data Analyst,5,New Delhi,309194,,,
1761,R1 RCM,Data Analyst,5,New Delhi,537613,,,
1762,EasyRewardz,Data Analyst,5,New Delhi,484238,,,
1763,Better.com,Data Analyst,5,New Delhi,1177000,,,
1764,McKinsey Knowledge Center,Data Analyst,5,New Delhi,541,,,
1765,Palin Analytics,Data Analyst,5,New Delhi,498630,,,
1766,Nokia,Data Analyst,5,New Delhi,363231,,,
1767,Nagarro,Data Analyst,5,New Delhi,1119076,,,
1768,Annik Technology Services,Data Analyst,5,New Delhi,23358,,,
1769,QL2,Data Analyst,5,New Delhi,20509,,,
1770,Infosys,Data Analyst,5,New Delhi,1130085,,,
1771,DecisionTree Analytics & Services,Data Analyst,5,New Delhi,594543,,,
1772,Polestar Solutions & Services India,Data Analyst,4,New Delhi,604847,,,
1773,Gartner,Data Analyst,4,New Delhi,865056,,,
1774,Home Credit India,Data Analyst,4,New Delhi,30254,,,
1775,Citi,Data Analyst,4,New Delhi,600558,,,
1776,Value Edge Research Services,Data Analyst,4,New Delhi,66840,,,
1777,Ameriprise,Data Analyst,4,New Delhi,778493,,,
1778,Teleperformance,Data Analyst,4,New Delhi,654510,,,
1779,Fractal,Data Analyst,4,New Delhi,878070,,,
1780,GALYTIX,Data Analyst,4,New Delhi,51929,,,
1781,Team Computers,Data Analyst,4,New Delhi,293232,,,
1782,Chatous,Data Analyst,4,New Delhi,27726,,,
1783,CSC E-Governance Services,Data Analyst,4,New Delhi,310144,,,
1784,Adglobal360,Data Analyst,4,New Delhi,602345,,,
1785,BlackRock,Data Analyst,4,New Delhi,690924,,,
1786,WheelsEye Technology,Data Analyst,4,New Delhi,625157,,,
1787,Hive (CA),Data Analyst,4,New Delhi,390283,,,
1788,Apsidata solutions,Data Analyst,4,New Delhi,21984,,,
1789,BOLD,Data Analyst,4,New Delhi,1151955,,,
1790,Urban Company,Data Analyst,4,New Delhi,10037,,,
1791,NCR,Data Analyst,4,New Delhi,409648,,,
1792,PolicyBazaar,Data Analyst,4,New Delhi,551047,,,
1793,Google,Data Analyst,4,New Delhi,418078,,,
1794,NS Matrix Services,Data Analyst,4,New Delhi,343758,,,
1795,NITS,Data Analyst,4,New Delhi,532302,,,
1796,Actiknow,Data Analyst,4,New Delhi,363669,,,
1797,XYZ,Data Analyst,3,New Delhi,577190,,,
1798,iEnergizer,Data Analyst,3,New Delhi,332016,,,
1799,Delhivery,Data Analyst,3,New Delhi,3,,,
1800,MapmyIndia,Data Analyst,3,New Delhi,26,,,
1801,Limeroad,Data Analyst,3,New Delhi,602739,,,
1802,IQVIA,Data Analyst,3,New Delhi,582124,,,
1803,TCS,Data Analyst,3,New Delhi,16789,,,
1804,Cvent,Data Analyst,3,New Delhi,760403,,,
1805,ITC Infotech,Data Analyst,3,New Delhi,80616,,,
